paper_ref,arm,grid,long_link_medium,long_link_GBps,long_link_lat_ns,elec_GBps,port_GBps,ep,nodes,mb,cabling,walk,q,q_over_bdp,makespan_ms,rtos,drops,quotable,quotable_why,link_rate_fixed,binary_sha,source,note
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,4267,8.00,129.904,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,16,128,8,ep16_0_8_4.txt,cu50_16,8533,16.00,129.904,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,266,0.50,87.712,13,99989,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,533,1.00,87.700,0,0,yes,first zero-timeout rung (post-fix binary),yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,533,1.00,87.700,0,0,no,not the first qualifying rung of this walk,yes,fcdc6e7,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,1066,2.00,87.700,0,0,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,2133,4.00,87.700,0,0,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,4267,8.00,87.700,0,0,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,16,128,8,ep16_0_8_4.txt,g16b800,8533,16.00,87.700,0,0,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,266,0.50,88.303,3,47002,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,533,1.00,87.796,0,0,yes,first zero-timeout rung (post-fix binary),yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,1066,2.00,87.796,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,2133,4.00,87.796,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,4267,8.00,87.796,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass_pad400,4x4,optical,384,400,1800,800,16,128,8,ep16_0_8_4.txt,gp400_16,8533,16.00,87.796,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,266,0.50,106.124,53,148216,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,533,1.00,91.619,0,0,yes,first zero-timeout rung (post-fix binary),yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,1066,2.00,91.619,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,2133,4.00,91.619,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,4267,8.00,91.619,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,rate200,4x4,rate_point,200,400,1800,800,16,128,8,ep16_0_8_4.txt,cu200_16,8533,16.00,91.619,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,533,1.00,190.223,4182,1419950,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,1066,2.00,110.341,21,85127,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,2133,4.00,110.287,0,0,yes,first zero-timeout rung (post-fix binary),yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,4267,8.00,110.287,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,8533,16.00,110.287,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper100,4x4,copper,100,400,1800,800,32,256,8,ep32_gt.txt,cu32,17067,32.00,110.287,0,0,no,not the first qualifying rung of this walk,yes,483fd95,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,533,1.00,199.490,4899,1533814,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,1066,2.00,179.656,56,109857,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,2133,4.00,158.041,0,0,yes,first zero-timeout rung (post-fix binary),yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,4267,8.00,158.041,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,8533,16.00,158.041,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,copper50,4x4,copper,50,400,1800,800,32,256,8,ep32_gt.txt,cu50_32,17067,32.00,158.041,0,0,no,not the first qualifying rung of this walk,yes,a168d64,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
medium_ablation,glass,4x4,optical,384,300,1800,800,32,256,8,ep32_gt.txt,g32b800,533,1.00,109.849,1993,1140788,no,not the first qualifying rung of this walk,yes,8ca3c1c,cliff_postfix.csv,"medium ablation on the paper's own 4x4 flattened butterfly: ONLY the distance->=2 intra-panel links change (384->100 GB/s, pad 300->400 ns). Electrical tier 1800 GB/s, ports 800 GB/s, placement, cabling and routing all unchanged. The 400 ns is a MODEL PAD raised from a model pad, not a measured copper propagation delay. Every rung is present; quotable marks the first zero-timeout rung. At EP=64 the two arms quote at DIFFERENT buffers (glass 8533, copper 4267), so compare at matched q as well."
