paper_ref,arm,grid,topo,opt_bw_GBps,port_bw_GBps,maxdist,ep,nodes,mb,cabling,walk,q,q_over_bdp,makespan_ms,rtos,drops,quotable,quotable_why,quoted_by,link_rate_fixed,binary_sha,source,note
panel_dse,fb,8x8,flattened_butterfly,128,800,0,16,128,8,p64_ep16.txt,fb64_ep16,8533,16.00,94.903,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,16,128,8,p64_ep16.txt,fb64_ep16,17067,32.00,94.903,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,16,128,8,p64_ep16.txt,fb64_ep16,34133,64.00,94.903,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,266,0.50,111.143,227,201320,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,533,1.00,94.690,16,15256,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,1066,2.00,94.717,12,7336,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,2133,4.00,94.705,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,4267,8.00,94.705,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,16,128,8,p32_ep16.txt,p32_16,8533,16.00,94.705,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,1066,2.00,88.023,34,78679,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,2133,4.00,87.721,0,155,yes,first zero-timeout rung (post-fix binary),collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,4267,8.00,87.715,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,8533,16.00,87.715,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,17067,32.00,87.715,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,16,128,8,p64_ep16.txt,mesh64_ep16,34133,64.00,87.715,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,266,0.50,117.046,2749,564619,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,533,1.00,107.102,672,259116,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,1066,2.00,86.328,12,8953,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,2133,4.00,86.320,0,2331,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,4267,8.00,86.303,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,16,128,8,p32_ep16.txt,m32_16,8533,16.00,86.303,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,533,1.00,109.849,1993,1140788,no,not the first qualifying rung of this walk,collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,1066,2.00,75.330,2,18827,no,not the first qualifying rung of this walk,collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,2133,4.00,75.253,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,2133,4.00,75.253,0,0,no,not the first qualifying rung of this walk,collector,yes,fcdc6e7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,4267,8.00,75.253,0,0,no,not the first qualifying rung of this walk,collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,8533,16.00,75.253,0,0,no,not the first qualifying rung of this walk,collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,32,256,8,ep32_gt.txt,g32b800,17067,32.00,75.253,0,0,no,not the first qualifying rung of this walk,collector,yes,8ca3c1c,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,1066,2.00,93.181,106,24437,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,2133,4.00,93.441,21,14395,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,4267,8.00,93.092,0,2759,yes,first zero-timeout rung (post-fix binary),collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,8533,16.00,99.471,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,17067,32.00,99.471,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,32,256,8,p64_ep32.txt,fb64_ep32,34133,64.00,99.471,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,533,1.00,86.369,4806,847014,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,1066,2.00,76.527,168,125017,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,2133,4.00,76.531,23,37497,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,4267,8.00,76.525,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,8533,16.00,76.525,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb8x4,8x4,flattened_butterfly,192,800,0,32,256,8,p32_ep32.txt,p32_32,17067,32.00,76.525,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,1066,2.00,109.077,8764,1609027,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,2133,4.00,675.004,560,453570,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,4267,8.00,92.494,2,7001,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,8533,16.00,92.086,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,17067,32.00,92.086,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh,8x8,mesh,128,800,1,32,256,8,p64_ep32.txt,mesh64_ep32,34133,64.00,92.086,0,0,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,533,1.00,86.598,16725,2862008,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,1066,2.00,97.366,6207,1892310,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,2133,4.00,74.396,159,266171,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,4267,8.00,70.165,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,8533,16.00,70.165,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,mesh8x4,8x4,mesh,192,800,1,32,256,8,p32_ep32.txt,m32_32,17067,32.00,70.165,0,0,no,not the first qualifying rung of this walk,collector,yes,e5cb1bf,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,1066,2.00,51.212,17777,8211523,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,2133,4.00,45.037,3095,4324577,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,4267,8.00,39.386,80,94274,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,8533,16.00,39.879,0,0,yes,first zero-timeout rung (post-fix binary),collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,8533,16.00,39.879,0,0,no,not the first qualifying rung of this walk,collector,yes,fcdc6e7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,17067,32.00,39.879,0,0,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,4x4,4x4,flattened_butterfly,384,800,0,64,512,8,ep64_gt.txt,g64b800,34133,64.00,39.879,0,0,no,not the first qualifying rung of this walk,collector,yes,2128410,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
panel_dse,fb,8x8,flattened_butterfly,128,800,0,64,512,8,p64_ep64.txt,fb64_ep64,1066,2.00,55.188,1570,259353,no,not the first qualifying rung of this walk,collector,yes,95c35a7,cliff_postfix.csv,"derived from cliff_postfix.csv, which applies the declared ladder and the gap check; every rung is present, quotable marks the one the vanishing-timeout rule selects; arm=4x4 rows are the design-point reference, not part of the 8x8 sweep"
